,density,alcohol,quality
4167,0.98886,13.1,8
4168,0.98998,12.4,6
4169,0.98949,12.6,7
4170,0.99825,8.7,7
4171,0.99009,12.0,5
4172,0.99252,11.6,6
4173,0.99288,9.3,5
4174,0.99659,9.3,6
4175,0.99133,11.1,7
4176,0.99324,10.2,6
4177,0.99164,10.6,6
4178,0.99107,11.3,7
4179,0.9986,9.4,5
4180,0.99708,9.3,6
4181,0.99163,11.1,6
4182,0.99605,9.9,6
4183,0.99065,11.8,7
4184,0.9903,12.6,7
4185,0.9986,9.4,5
4186,0.99236,10.5,5
4187,0.98948,12.3,6
4188,0.99045,11.3,6
4189,0.9939,9.6,5
4190,0.98985,12.0,6
4191,0.99138,11.2,5
4192,0.99348,10.2,6
4193,0.99066,12.4,6
4194,0.99348,10.2,6
4195,0.98862,13.4,8
4196,0.98865,12.6,6
4197,0.99472,9.8,5
4199,0.99066,12.4,6
4200,0.99035,12.5,6
4201,0.99086,11.7,6
4202,0.99013,12.9,6
4203,0.99266,10.1,5
4204,0.99517,10.3,6
4205,0.99086,11.7,6
4206,0.99666,10.3,6
4207,0.991,10.8,7
4208,0.99068,11.2,6
4209,0.99084,11.8,6
4210,0.9939,9.8,6
4211,0.99624,10.0,6
4212,0.99602,8.8,4
4213,0.9926,10.1,4
4214,0.99718,9.5,5
4215,0.99718,9.5,5
4216,0.99718,9.5,5
4217,0.99344,9.2,4
4218,0.99184,12.2,6
4219,0.99718,9.5,5
4220,0.99033,11.3,6
4221,0.99248,12.1,6
4222,0.99344,9.2,4
4223,0.99076,11.2,4
4224,0.99092,12.5,7
4225,0.99486,10.6,5
4226,0.99464,10.4,7
4227,0.99235,10.1,7
4228,0.99612,9.9,6
4229,0.99202,11.0,6
4230,0.99261,10.0,6
4231,0.98964,12.7,6
4232,0.99206,12.1,6
4233,0.9938,10.4,6
4234,0.99204,10.4,6
4235,0.99736,9.2,5
4236,0.99736,9.2,5
4237,0.99192,10.5,5
4238,0.99736,9.2,5
4239,0.99002,11.9,7
4240,0.996,10.1,6
4241,0.99237,11.1,6
4242,0.99214,10.8,7
4243,0.99041,11.8,6
4244,0.9982,9.2,5
4245,0.99822,9.2,5
4246,0.9893,12.3,6
4247,0.99274,10.1,6
4248,0.99105,11.4,6
4249,0.99209,10.4,6
4250,0.99676,9.8,6
4251,0.99251,9.9,6
4252,0.99676,9.8,6
4253,0.99082,11.2,4
4254,0.99567,10.9,5
4255,0.99416,9.2,5
4256,0.99416,9.2,5
4259,0.99248,12.4,6
4260,0.99184,11.2,6
4261,0.98952,12.7,7
4262,0.99267,12.2,6
4263,0.99269,12.2,6
4264,0.98912,12.2,6
4265,0.99184,11.2,6
4266,0.98952,12.7,7
4267,0.9895,12.7,7
4268,0.98999,12.1,6
4269,0.9981,9.4,5
4270,0.995,10.1,6
4271,0.99848,9.4,5
4272,0.99862,8.9,6
4273,0.99862,8.9,6
4274,0.99862,8.9,6
4275,0.99862,8.9,6
4276,0.98886,13.0,7
4277,0.99474,10.3,5
4279,0.99691,10.5,6
4280,0.99862,8.9,6
4281,0.99773,10.1,5
4282,0.99773,10.1,5
4283,0.9928,11.0,6
4284,0.9928,11.0,6
4285,0.9928,11.0,6
4286,0.9928,11.0,6
4287,0.99288,10.0,5
4288,0.99202,10.5,6
4289,0.99606,9.7,6
4290,0.99773,10.1,5
4291,0.99922,9.4,5
4292,0.99296,11.2,6
4293,0.99922,9.4,5
4294,0.99468,10.8,5
4295,0.99922,9.4,5
4296,0.99296,11.2,6
4297,0.99388,11.0,6
4298,0.99315,12.4,6
4299,0.99478,9.4,6
4300,0.99478,9.4,5
4301,0.99692,9.5,5
4302,0.99616,10.0,6
4303,0.9902,12.5,6
4304,0.9921,10.9,6
4305,0.99462,10.5,6
4306,0.99476,10.8,6
4307,0.99178,11.0,7
4308,0.99081,11.8,6
4309,0.99198,12.6,6
4310,0.99545,10.2,6
4311,0.98997,12.0,5
4312,0.9902,12.5,6
4313,0.99089,11.5,6
4314,0.99172,11.94,7
4315,0.9901,12.8933333333333,7
4316,0.99681,9.4,5
4317,0.9893,12.2,7
4318,0.99172,11.94,7
4319,0.9901,12.8933333333333,7
4320,0.99527,9.5,5
4321,0.99445,10.6,6
4322,0.99198,10.5,7
4323,0.99085,11.4666666666667,6
4324,0.99033,11.4,6
4325,0.99538,9.5,5
4326,0.99627,9.2,5
4327,0.99538,9.5,5
4328,0.99433,10.98,5
4329,0.9954,9.4,5
4330,0.99538,9.5,5
4331,0.99627,9.2,5
4332,0.99807,8.8,8
4333,0.99807,8.8,8
4334,0.99807,8.8,8
4335,0.99807,8.8,8
4336,0.99807,8.8,8
4337,0.99807,8.8,8
4338,0.99807,8.8,8
4339,0.99232,10.4,8
4340,0.99807,8.8,8
4341,0.99788,10.0333333333333,6
4342,0.99108,11.3,6
4343,0.99234,10.4,6
4344,0.99288,9.2,6
4345,0.99195,11.1,6
4346,0.99288,9.2,6
4347,0.99121,11.3,7
4348,0.99839,9.1,6
4349,0.99738,9.4,5
4350,0.98963,13.2,6
4351,0.98946,12.7,6
4352,0.99178,10.7,5
4353,0.99136,11.4333333333333,6
4354,0.99323,11.1,6
4355,0.98946,12.7,6
4356,0.99313,10.5333333333333,5
4357,0.9912,11.6,6
4358,0.99504,9.53333333333333,5
4359,0.99461,9.8,6
4360,0.99178,10.7,5
4361,0.99008,12.0,6
4362,0.98959,12.8,6
4363,0.99663,9.5,5
4364,0.99334,10.9333333333333,6
4365,0.99561,9.1,5
4366,0.98959,12.6,6
4367,0.99663,9.5,5
4368,0.99418,10.9,6
4369,0.99334,10.9333333333333,6
4370,0.9937,9.6,5
4371,0.99372,9.3,5
4372,0.99157,11.3666666666667,6
4373,0.98918,12.5,6
4374,0.9932,9.5,5
4375,0.99235,11.0,6
4376,0.99373,9.4,5
4377,0.9914,11.3333333333333,6
4378,0.99494,8.8,5
4379,0.99373,9.4,5
4380,0.99332,11.0666666666667,6
4381,0.99198,12.2,6
4382,0.99142,11.0,6
4383,0.9914,11.3333333333333,6
4384,0.99542,9.5,5
4385,0.99542,9.5,5
4386,0.9924,11.0,6
4387,0.99112,11.2,6
4388,0.99534,9.3,6
4389,0.99338,10.8,4
4390,0.99804,9.2,5
4391,0.99899,9.4,5
4392,0.99804,9.2,5
4393,0.99724,10.5,6
4394,0.99526,10.8,6
4395,0.99676,9.4,5
4396,0.99699,9.8,5
4397,0.99699,9.8,5
4398,0.99699,9.8,5
4399,0.99676,9.4,5
4400,0.99699,9.8,5
4401,0.99461,12.1,6
4402,0.99116,12.3,6
4403,0.99362,9.73333333333333,5
4404,0.99512,9.4,5
4405,0.99512,9.4,5
4406,0.9895,12.8,7
4407,0.99043,11.05,6
4408,0.99512,9.4,5
4409,0.9895,12.8,7
4410,0.99391,9.73333333333333,5
4411,0.98963,13.1,7
4412,0.99335,11.5,7
4413,0.98963,13.1,7
4414,0.99335,11.5,7
4415,0.99824,9.1,5
4416,0.99391,9.75,5
4417,0.9917,10.5,6
4418,0.99906,8.8,6
4419,0.99906,8.8,6
4420,0.99906,8.8,6
4421,0.99906,8.8,6
4422,0.9917,10.5,6
4423,0.9917,10.5,6
4424,0.99906,8.8,6
4425,0.99415,9.9,6
4426,0.99418,9.9,6
4427,0.99611,9.9,5
4428,0.99124,12.2,6
4429,0.99179,10.8,6
4430,0.99886,8.7,5
4431,0.98924,13.2,6
4432,0.99045,12.7,6
4433,0.9969,9.4,5
4434,0.99196,11.2,6
4435,0.99339,11.3333333333333,6
4436,0.99224,11.9,6
4437,0.99339,11.35,6
4438,0.99184,10.5,5
4439,0.99428,9.8,5
4440,0.99834,9.1,5
4441,0.98918,12.4,6
4442,0.99834,9.1,5
4443,0.99428,9.8,5
4444,0.99241,11.3,6
4445,0.99241,11.3,6
4446,0.98816,13.1,6
4447,0.98916,12.5,6
4448,0.99329,10.3,5
4449,0.99535,10.7,6
4450,0.99552,10.4,6
4451,0.99514,9.5,5
4452,0.99304,9.8,5
4453,0.98916,12.5,6
4454,0.9984,9.4,6
4455,0.99911,9.0,5
4456,0.99911,9.0,5
4457,0.99911,9.0,5
4458,0.98952,13.0,7
4459,0.99403,9.9,5
4460,0.9984,9.4,6
4461,0.99312,10.6,6
4462,0.98968,13.4,6
4463,0.98946,12.5,6
4464,0.9981,9.3,5
4465,0.9981,9.3,5
4466,0.99306,11.0,5
4467,0.99378,10.3,5
4468,0.99036,11.3,6
4469,0.99094,10.9,6
4470,0.9908,11.3,6
4471,0.9899,12.1,6
4472,0.99173,11.1,5
4473,0.99356,9.8,5
4474,0.99571,10.1,6
4475,0.98945,12.4,6
4476,0.98865,12.7,6
4477,0.99514,9.6,5
4478,0.99514,9.6,5
4479,0.9943,9.1,5
4481,0.99514,9.6,5
4482,0.98987,12.4,6
4483,0.99288,9.55,4
4484,0.9943,9.1,5
4485,0.99064,12.5,6
4486,0.99394,9.9,6
4487,0.99175,11.2,6
4488,0.98926,13.0,6
4489,0.98926,13.0,6
4490,0.99057,11.7,6
4491,0.98898,13.1,6
4492,0.9932,12.0,6
4493,0.9972,10.55,6
4494,0.9902,11.45,6
4495,0.9988,10.2,6
4496,0.9902,11.45,6
4497,0.9958,9.3,5
4498,0.9935,10.8,5
4499,0.9925,12.2,6
4500,0.992,11.0,6
4501,0.9986,10.4,6
4502,0.9914,11.4,6
4504,0.9943,10.7,5
4505,0.994,10.2,5
4506,0.9904,11.2,6
4507,0.99,12.3333333333333,5
4508,0.9902,11.5,4
4509,0.9925,9.5,5
4510,0.9886,13.4,6
4511,0.9898,12.5,6
4512,0.9898,12.5,6
4513,0.9904,11.2,6
4514,0.9964,8.8,5
4515,0.9908,11.2,6
4516,0.9899,12.7,6
4517,0.993,9.8,6
4518,0.9944,9.8,6
4519,0.9956,11.7,6
4520,0.9949,9.8,5
4521,0.9929,9.6,5
4522,0.9944,9.8,6
4523,0.9975,9.7,5
4524,0.995,10.0,6
4525,0.9956,11.7,6
4526,0.9946,12.3,6
4527,0.993,9.8,6
4528,0.9934,9.0,6
4529,0.9984,9.1,6
4530,0.9984,9.1,6
4531,0.9984,9.1,6
4532,0.9908,11.4,6
4533,0.9963,10.5,5
4534,0.98914,12.4,6
4535,0.9984,9.1,6
4536,0.9984,9.1,6
4537,0.9937,10.1,5
4538,0.993,10.9,6
4539,0.9956,11.05,5
4540,0.98963,12.75,6
4541,0.98961,12.7,6
4542,0.9948,11.1,5
4543,0.9948,11.1,5
4544,0.98963,12.75,6
4545,0.989315,13.0,6
4546,0.989435,12.0,6
4547,0.9899,11.5,6
4549,0.9948,11.1,5
4550,0.9914,11.1,6
4551,0.9915,11.1,6
4553,0.98963,12.75,6
4554,0.98961,12.7,6
4555,0.997,9.6,5
4556,0.9914,11.7,5
4557,0.997,9.7,6
4558,0.9944,10.9,6
4559,0.9958,10.7,7
4560,0.98889,13.8,6
4561,0.989465,12.15,6
4562,0.9954,10.8,7
4563,0.9947,10.7,7
4564,0.9912,10.8,7
4565,0.9965,10.8,5
4566,0.9948,12.0,5
4567,0.9965,10.8,5
4568,0.9925,12.2,6
4569,0.9936,9.4,6
4570,0.9898,11.4,6
4571,0.98948,12.5,7
4572,0.98823,13.05,7
4573,0.9896,12.4,6
4574,0.9908,12.9,7
4575,0.9906,12.0,7
4576,0.9904,11.3,5
4577,0.99754,10.0,6
4578,0.9898,11.8,7
4579,0.998365,9.4,6
4580,0.99837,8.8,6
4581,0.99125,11.1,6
4582,0.9943,10.5,6
4583,0.99488,9.3,6
4584,0.99034,11.4,6
4585,0.99322,11.8,6
4586,0.98895,12.4,6
4587,0.99457,11.6,6
4588,0.99304,11.1,5
4589,0.98895,12.4,6
4590,0.99331,11.1,6
4591,0.99435,11.0,6
4592,0.99122,12.2,6
4593,0.99544,11.0,6
4594,0.989,12.9,6
4595,0.99414,10.9,6
4596,0.99014,13.4,6
4597,0.99551,10.7,6
4598,0.99544,11.0,6
4599,0.9908,11.4,7
4600,0.9927,10.2,6
4601,0.99244,11.0,6
4602,0.99752,9.1,6
4603,0.99114,11.0,6
4604,0.99326,11.5,6
4605,0.9906,12.0,6
4606,0.993,11.2,5
4607,0.99479,11.2,6
4608,0.98942,12.6,7
4609,0.99036,11.0,4
4610,0.99201,10.8,6
4611,0.99184,10.9,5
4612,0.99441,9.8,5
4613,0.99442,9.8,5
4614,0.99474,9.5,5
4615,0.9916,11.2666666666667,7
4616,0.99198,10.8,5
4617,0.98949,13.4,7
4618,0.9916,11.3,7
4619,0.99556,8.9,5
4620,0.99151,11.2,6
4621,0.99158,11.5,7
4622,0.9902,13.0,7
4623,0.99204,12.6,6
4624,0.98988,13.1,6
4625,0.99344,11.2,5
4626,0.99394,11.7,6
4627,0.99153,10.9,6
4628,0.99153,10.9,6
4629,0.98981,11.6,7
4630,0.99524,10.4,7
4631,0.99221,10.9,7
4632,0.99394,11.7,6
4633,0.99318,10.8,6
4634,0.99366,11.2,6
4635,0.99494,10.0,6
4636,0.99212,10.5666666666667,5
4637,0.99018,11.7333333333333,6
4638,0.99212,10.6,5
4639,0.99596,10.5,6
4640,0.99018,11.75,6
4641,0.99094,11.4,6
4642,0.98968,12.4,7
4643,0.99392,10.1,6
4644,0.99024,12.3,6
4645,0.98774,13.1,7
4646,0.99094,10.65,7
4647,0.99044,11.4,7
4648,0.9938,9.3,5
4649,0.99432,10.2,5
4650,0.99432,10.2,5
4651,0.98966,13.1,7
4652,0.99309,9.6,5
4653,0.98868,12.8,7
4654,0.9937,10.9666666666667,7
4655,0.9937,10.9666666666667,7
4656,0.9937,10.9666666666667,7
4657,0.9937,11.0,7
4658,0.98975,13.4,6
4660,0.99063,12.4,6
4661,0.99168,11.2,5
4662,0.99272,12.4,6
4663,0.99362,10.1333333333333,7
4664,0.99365,10.1333333333333,7
4665,0.99272,12.4,6
4666,0.99642,9.1,5
4667,0.99365,10.15,7
4668,0.99362,10.15,7
4669,0.99134,11.5,5
4670,0.99732,8.9,6
4671,0.99212,10.4666666666667,5
4672,0.99212,10.4666666666667,5
4673,0.99161,11.8,7
4674,0.9912,11.6333333333333,7
4675,0.99332,10.6,6
4676,0.99636,9.6,6
4677,0.99161,11.8,7
4678,0.99732,8.9,6
4679,0.99212,10.5,5
4680,0.99271,10.2,4
4681,0.98845,13.1,6
4682,0.9899,11.8,6
4683,0.99004,12.2,6
4684,0.99097,11.45,6
4685,0.9966,10.5,5
4686,0.99271,10.2,4
4687,0.99666,9.0,6
4688,0.99666,9.0,6
4689,0.99666,9.0,6
4690,0.99666,9.0,6
4691,0.99954,9.1,7
4692,0.99414,8.8,5
4693,0.99666,9.0,6
4694,0.99954,9.1,7
4695,0.99188,12.9,7
4696,0.98926,13.0,6
4697,0.99188,12.9,7
4698,0.99334,9.2,6
4699,0.99659,9.8,5
4700,0.99659,9.8,5
4701,0.9948,10.1,6
4702,0.9948,10.1,6
4703,0.99074,10.9,7
4704,0.9955,9.6,6
4705,0.99474,10.4,6
4706,0.98966,11.8,7
4707,0.99564,10.8,6
4708,0.99246,10.6,6
4709,0.98984,12.7,6
4710,0.99031,12.2,7
4711,0.99564,10.8,6
4712,0.99474,10.4,6
4713,0.99216,11.1,6
4714,0.98966,11.8,7
4715,0.99512,10.0,6
4716,0.9909,10.8,6
4718,0.99378,9.9,6
4719,0.99512,10.0,6
4720,0.99044,12.25,5
4721,0.99521,10.2,6
4722,0.99489,9.4,6
4723,0.99495,9.7,6
4724,0.99521,10.2,6
4725,0.9954,10.4,6
4726,0.99121,12.2,6
4727,0.99489,9.4,6
4728,0.99478,10.6,6
4729,0.99346,10.7,5
4730,0.99331,11.85,5
4731,0.99321,11.7,6
4732,0.99321,11.7,6
4733,0.99218,10.15,6
4734,0.9898,11.6333333333333,6
4735,0.99144,10.8,6
4736,0.99143,10.8,6
4737,0.99234,12.3,7
4738,0.98972,12.5,6
4739,0.9898,11.65,6
4740,0.99308,9.6,5
4741,0.99218,10.9,6
4742,0.99215,10.8,6
4743,0.99185,11.2,5
4744,0.99438,10.0,5
4745,0.99314,10.5,3
4746,0.99542,9.1,6
4747,0.99428,10.5,6
4748,0.99943,9.3,5
4749,0.99946,9.3,6
4750,0.99185,11.2,5
4751,0.99472,10.6,6
4752,0.9891,12.1,7
4753,0.99076,12.0,6
4754,0.99632,9.7,6
4755,0.99,12.4,6
4756,0.98872,13.6,7
4757,0.98872,13.6,7
4758,0.99102,11.8,6
4759,0.99388,10.0,6
4760,0.99388,10.0,6
4761,0.99602,9.1,6
4762,0.99057,11.9,7
4763,0.99072,11.75,7
4764,0.99224,11.4,6
4765,0.98942,13.0,8
4766,0.99171,12.4,8
4767,0.99352,9.4,7
4768,0.99705,9.6,6
4769,0.99705,9.6,6
4770,0.99705,9.6,6
4771,0.99705,9.6,6
4772,0.99654,9.1,5
4773,0.98953,12.0,7
4774,0.99132,11.2,4
4775,0.99204,10.1,6
4776,0.99185,10.3,6
4777,0.98952,12.3,6
4778,0.99704,10.55,6
4779,0.99032,10.9,4
4780,0.99382,9.7,5
4781,0.99382,9.8,5
4782,0.9974,8.9,6
4783,0.9974,8.9,6
4784,0.99546,10.2,5
4785,0.99088,11.7,7
4786,0.98904,12.8,8
4787,0.989,12.8,8
4788,0.99546,10.2,5
4789,0.98758,13.55,6
4790,0.9901,11.6,6
4791,0.9974,8.9,6
4792,0.98981,13.8,6
4793,0.9952,9.4,6
4794,0.99519,9.4,5
4795,0.99142,10.7,7
4796,0.99142,10.7,7
4797,0.9897,12.3,6
4798,0.99684,10.3,5
4799,0.99445,10.4,6
4800,0.99051,11.6,7
4801,0.99142,10.7,7
4802,0.98986,12.8,8
4803,0.99189,11.9,7
4804,0.98934,12.1,4
4805,0.99449,9.2,6
4806,0.99566,9.5,6
4807,0.99252,11.0,6
4808,0.9959,10.9,5
4809,0.9924,10.4,6
4810,0.99482,9.1,5
4811,0.99103,11.4,6
4812,0.98946,11.4,7
4813,0.99212,9.7,5
4814,0.99052,12.4,6
4815,0.99026,13.7,7
4816,0.99516,10.6,6
4817,0.99128,11.2,6
4818,0.9891,13.1333333333333,6
4819,0.99052,12.4,6
4820,0.99212,9.7,5
4821,0.99176,11.0,6
4822,0.99162,11.3,6
4823,0.99193,12.0,7
4824,0.9967,9.2,5
4825,0.99462,10.7,6
4826,0.99462,10.7,6
4827,0.99058,11.4,6
4828,0.9967,9.2,5
4829,0.99258,12.1,7
4830,0.99138,11.1,6
4831,0.99271,9.7,6
4832,0.9917,10.7,5
4833,0.99126,10.9,6
4834,0.98986,12.0,7
4835,0.99154,10.6,6
4836,0.99642,9.6,5
4838,0.99313,11.0,6
4839,0.99125,11.6,4
4840,0.99318,11.95,7
4841,0.99099,11.1,6
4842,0.99004,11.5,6
4843,0.99093,11.3,5
4844,0.98924,11.9,6
4845,0.99336,9.5,5
4846,0.98944,12.2,6
4847,0.99022,12.2,7
4848,0.99146,11.1,6
4849,0.99488,9.6,5
4850,0.99146,11.1,6
4851,0.99488,9.6,5
4852,0.99176,11.4,5
4853,0.99001,11.4,5
4854,0.99005,12.0666666666667,6
4855,0.99755,9.0,6
4856,0.99755,9.0,6
4857,0.99444,11.4,6
4858,0.99502,9.6,5
4859,0.99222,11.0,6
4860,0.99224,11.0,6
4861,0.99067,11.2,6
4862,0.99069,11.55,6
4863,0.98936,13.3,7
4864,0.99266,9.63333333333333,5
4865,0.98822,13.6,6
4866,0.99138,11.2,6
4867,0.98854,13.0,6
4868,0.99324,10.8,6
4869,0.99626,9.8,6
4870,0.99188,11.45,7
4871,0.9897,12.05,6
4872,0.99622,9.7,5
4873,0.99044,11.9,6
4874,0.99282,10.0,6
4875,0.99245,9.7,6
4876,0.99132,11.6,7
4877,0.99286,8.8,5
4878,0.99234,9.5,4
4879,0.99494,9.53333333333333,6
4880,0.99494,9.53333333333333,6
4881,0.9954,9.4,6
4882,0.99184,10.7,5
4883,0.98964,11.5,6
4884,0.99492,9.6,5
4885,0.99494,9.55,6
4886,0.99168,12.15,7
4887,0.98928,13.0,7
4888,0.9933,9.2,5
4889,0.9954,9.4,6
4890,0.98938,11.8,6
4891,0.99074,10.6,6
4892,0.99298,9.7,5
4893,0.99114,11.2,6
4894,0.9949,9.6,5
4895,0.99254,9.4,6
4896,0.98869,12.8,7
4897,0.98941,11.8,6
